tableName,col1,col2,col3,col4,col5,col6,col7
Unit,1,A,1,,eng/audio/a.ogg,eng/audio/a.ogg
Unit,2,B,1,,eng/audio/b.ogg,eng/audio/b.ogg
Unit,3,C,1,,eng/audio/c.ogg,eng/audio/c.ogg
Unit,4,D,1,,eng/audio/d.ogg,eng/audio/d.ogg
Unit,5,E,1,,eng/audio/e.ogg,eng/audio/e.ogg
Unit,6,F,1,,eng/audio/f.ogg,eng/audio/f.ogg
Unit,7,G,1,,eng/audio/g.ogg,eng/audio/g.ogg
Unit,8,H,1,,eng/audio/h.ogg,eng/audio/h.ogg
Unit,9,I,1,,eng/audio/i.ogg,eng/audio/i.ogg
Unit,10,J,1,,eng/audio/j.ogg,eng/audio/j.ogg
Unit,11,K,1,,eng/audio/k.ogg,eng/audio/k.ogg
Unit,12,L,1,,eng/audio/l.ogg,eng/audio/l.ogg
Unit,13,M,1,,eng/audio/m.ogg,eng/audio/m.ogg
Unit,14,N,1,,eng/audio/n.ogg,eng/audio/n.ogg
Unit,15,O,1,,eng/audio/o.ogg,eng/audio/o.ogg
Unit,16,P,1,,eng/audio/p.ogg,eng/audio/p.ogg
Unit,17,Q,1,,eng/audio/q.ogg,eng/audio/q.ogg
Unit,18,R,1,,eng/audio/r.ogg,eng/audio/r.ogg
Unit,19,S,1,,eng/audio/s.ogg,eng/audio/s.ogg
Unit,20,T,1,,eng/audio/t.ogg,eng/audio/t.ogg
Unit,21,U,1,,eng/audio/u.ogg,eng/audio/u.ogg
Unit,22,V,1,,eng/audio/v.ogg,eng/audio/v.ogg
Unit,23,W,1,,eng/audio/w.ogg,eng/audio/w.ogg
Unit,24,X,1,,eng/audio/x.ogg,eng/audio/x.ogg
Unit,25,Y,1,,eng/audio/y.ogg,eng/audio/y.ogg
Unit,26,Z,1,,eng/audio/z.ogg,eng/audio/z.ogg
Unit,27,a,1,,eng/audio/a.ogg,eng/audio/a.ogg
Unit,28,b,1,,eng/audio/b.ogg,eng/audio/b.ogg
Unit,29,c,1,,eng/audio/c.ogg,eng/audio/c.ogg
Unit,30,d,1,,eng/audio/d.ogg,eng/audio/d.ogg
Unit,31,e,1,,eng/audio/e.ogg,eng/audio/e.ogg
Unit,32,f,1,,eng/audio/f.ogg,eng/audio/f.ogg
Unit,33,g,1,,eng/audio/g.ogg,eng/audio/g.ogg
Unit,34,h,1,,eng/audio/h.ogg,eng/audio/h.ogg
Unit,35,i,1,,eng/audio/i.ogg,eng/audio/i.ogg
Unit,36,j,1,,eng/audio/j.ogg,eng/audio/j.ogg
Unit,37,k,1,,eng/audio/k.ogg,eng/audio/k.ogg
Unit,38,l,1,,eng/audio/l.ogg,eng/audio/l.ogg
Unit,39,m,1,,eng/audio/m.ogg,eng/audio/m.ogg
Unit,40,n,1,,eng/audio/n.ogg,eng/audio/n.ogg
Unit,41,o,1,,eng/audio/o.ogg,eng/audio/o.ogg
Unit,42,p,1,,eng/audio/p.ogg,eng/audio/p.ogg
Unit,43,q,1,,eng/audio/q.ogg,eng/audio/q.ogg
Unit,44,r,1,,eng/audio/r.ogg,eng/audio/r.ogg
Unit,45,s,1,,eng/audio/s.ogg,eng/audio/s.ogg
Unit,46,t,1,,eng/audio/t.ogg,eng/audio/t.ogg
